id_venta,id_cliente,nombre_cliente,sucursal,provincia,fecha_hora,producto,categoria,cantidad,precio_unitario,total_venta,medio_pago,promo_producto,promo_pago,otros_productos
140,6752,Agustin Julia Flores Villalba,Sucursal Córdoba,Córdoba,2025-01-22 23:23:35,Llave inglesa,Herramientas manuales,1.0,8175.77,8175.77,efectivo,10% off,5% off efectivo,
141,3902,Federico Victoria Martinez Gomez,Sucursal Mendoza,Mendoza,2024-11-30 07:12:37,Sierra circular,Herramientas eléctricas,5.0,38233.98,191169.9,tarjeta_débito,,3 cuotas sin interés,
142,3473,Juan Ignacio Mateo Benjamin Coronel Lopez,Sucursal Mendoza,Mendoza,2024-12-09 13:02:44,Destornillador,Herramientas manuales,4.0,22668.2,90672.8,tarjeta_débito,sin interés,3 cuotas sin interés,
143,9312,Victoria Nuñez,Sucursal Palermo,Buenos Aires,2025-07-08 17:50:45,Caja de tornillos,Fijaciones,4.0,23143.78,92575.12,efectivo,2x1,3 cuotas sin interés,
144,2479,Dr(a). Giovanni Miranda,Sucursal Mendoza,Mendoza,2025-01-09 13:24:42,Sierra circular,Herramientas eléctricas,5.0,28161.5,140807.5,mercadopago,,,
145,4084,Benicio Julieta Vega,Sucursal Rosario,Santa Fe,2024-11-04 16:02:00,Guantes de trabajo,Protección personal,4.0,25567.0,102268.0,tarjeta_crédito,2x1,,"Destornillador, Cinta métrica"
146,1641,Martina Isabella Garcia Leiva,Sucursal Córdoba,Córdoba,2025-05-22 05:34:14,Sierra circular,Herramientas eléctricas,4.0,26679.36,106717.44,tarjeta_débito,,5% off efectivo,
147,7347,Santino Gonzalez,Sucursal Mendoza,Mendoza,2025-01-04 22:25:45,Pintura látex 4L,Pinturas,5.0,3565.91,17829.55,transferencia,,3 cuotas sin interés,Cinta métrica
148,5655,Jazmin Romero,Sucursal Rosario,Santa Fe,2024-10-06 11:03:37,Guantes de trabajo,Protección personal,2.0,17334.74,34669.48,tarjeta_débito,,5% off efectivo,
149,7421,Nahiara Jazmin Jazmin Paz Ruiz,Sucursal Córdoba,Córdoba,2024-10-15 06:41:26,Guantes de trabajo,Protección personal,1.0,16169.51,16169.51,mercadopago,,3 cuotas sin interés,
150,2531,Sr(a). Felipe Correa,Sucursal Mendoza,Mendoza,2025-01-12 12:08:49,Cinta métrica,Medición,3.0,1893.3,5679.9,tarjeta_débito,sin interés,5% off efectivo,
151,8967,Priscila Gomez Coronel,Sucursal Córdoba,Córdoba,2025-05-09 23:29:05,Llave inglesa,Herramientas manuales,2.0,8592.31,17184.62,mercadopago,sin interés,,
152,9626,Sr(a). Octavio Alvarez,Sucursal Palermo,Buenos Aires,2025-09-04 08:04:09,Pintura látex 4L,Pinturas,,7421.4,37107.0,efectivo,,5% off efectivo,Sierra circular
153,7731,Juana Nuñez,Sucursal Rosario,Santa Fe,2025-03-02 01:10:42,Llave inglesa,Herramientas manuales,4.0,30919.18,123676.72,transferencia,,,Caja de tornillos
154,4178,Tiziano Isabella Campos Gomez,Sucursal Rosario,Santa Fe,2025-07-09 17:25:11,Guantes de trabajo,Protección personal,4.0,23622.32,94489.28,transferencia,sin interés,,
155,3655,Lucía Thiago Benjamin Rodriguez,Sucursal Córdoba,Córdoba,2024-12-18 15:54:00,Guantes de trabajo,Protección personal,2.0,43777.09,87554.18,mercadopago,2x1,,
156,2680,Nicolas Mateo Ramirez,Sucursal Palermo,Buenos Aires,2025-06-11 05:35:57,Caja de tornillos,Fijaciones,1.0,38392.72,38392.72,tarjeta_crédito,sin interés,,
157,8167,Dr(a). Juana Martinez,Sucursal Palermo,Buenos Aires,2025-06-18 01:30:02,Llave inglesa,Herramientas manuales,4.0,44346.86,177387.44,efectivo,2x1,,"Llave inglesa, Rodillo de pintura"
158,7142,Federico Facundo Castillo Blanco,Sucursal Córdoba,Córdoba,2025-07-19 11:17:02,Taladro eléctrico,Herramientas eléctricas,3.0,46610.47,139831.41,tarjeta_crédito,,3 cuotas sin interés,
159,1627,Sr(a). Pedro Molina,Sucursal Rosario,Santa Fe,2025-05-26 00:35:16,Sierra circular,Herramientas eléctricas,2.0,38183.22,76366.44,efectivo,,,
160,1311,Luz Maria Ezequiel Rodriguez,Sucursal Rosario,Santa Fe,2024-11-19 22:42:25,Llave inglesa,Herramientas manuales,2.0,27891.41,55782.82,efectivo,,,"Llave inglesa, Caja de tornillos"
161,1782,Mia Antonia Ayala Benitez,Sucursal Córdoba,Córdoba,2025-03-17 12:46:35,Rodillo de pintura,Accesorios pintura,5.0,23398.57,116992.85,efectivo,2x1,,
162,9443,Constanza Thiago Joaquin Gimenez Aguirre,Sucursal Córdoba,Córdoba,2024-10-17 17:58:01,Martillo,Herramientas manuales,3.0,22032.71,66098.13,mercadopago,,3 cuotas sin interés,"Martillo, Destornillador"
163,6908,Sr(a). Tomas Benjamin Ponce,Sucursal Palermo,Buenos Aires,2025-05-08 23:12:49,Cinta métrica,Medición,5.0,25859.06,129295.3,transferencia,,,
164,1713,Benjamin Francisco Peralta Guzman,Sucursal Mendoza,Mendoza,2025-05-02 12:34:37,Pintura látex 4L,Pinturas,3.0,37618.51,112855.53,efectivo,sin interés,,
165,6447,Angel Gabriel Carrizo Perez,Sucursal Córdoba,Córdoba,2024-10-02 03:10:51,Taladro eléctrico,Herramientas eléctricas,3.0,27754.67,83264.01,transferencia,,5% off efectivo,
166,8840,Valentin Jeremias Avila,Sucursal Córdoba,Córdoba,2024-11-25 23:47:46,Martillo,Herramientas manuales,1.0,36086.21,36086.21,efectivo,,,Llave inglesa
167,6170,Dr(a). Juan Manuel Aguirre,Sucursal Rosario,Santa Fe,2024-10-21 22:38:08,Cinta métrica,Medición,4.0,49467.01,197868.04,tarjeta_débito,,,Caja de tornillos
168,1783,Lautaro Romero,Sucursal Rosario,Santa Fe,2025-06-03 18:17:30,Caja de tornillos,Fijaciones,1.0,40167.78,40167.78,transferencia,,,
169,6554,Jazmín Romero Ledesma,Sucursal Córdoba,Córdoba,2025-01-06 10:34:45,Sierra circular,Herramientas eléctricas,4.0,19000.0,76000.0,transferencia,,3 cuotas sin interés,
170,2293,Zoe Valentina Molina,Sucursal Mendoza,Mendoza,2025-03-12 03:28:46,Guantes de trabajo,Protección personal,2.0,27728.25,55456.5,mercadopago,sin interés,,"Caja de tornillos, Sierra circular"
171,7981,Josefina Sanchez Valdez,Sucursal Córdoba,Córdoba,2025-02-20 11:22:45,Sierra circular,Herramientas eléctricas,3.0,22909.35,68728.05,transferencia,,3 cuotas sin interés,
172,5498,Sr(a). Milagros Molina,Sucursal Palermo,Buenos Aires,2025-02-23 23:56:28,Destornillador,Herramientas manuales,4.0,18802.25,75209.0,tarjeta_crédito,,5% off efectivo,
173,8179,Santiago Sosa Navarro,Sucursal Palermo,Buenos Aires,2025-05-17 09:25:36,Martillo,Herramientas manuales,1.0,12563.77,12563.77,mercadopago,,3 cuotas sin interés,
174,1530,Alejo Diaz,Sucursal Córdoba,Córdoba,2025-04-17 19:17:34,Sierra circular,Herramientas eléctricas,3.0,19228.66,57685.98,transferencia,2x1,5% off efectivo,
175,6150,Dylan Simon Quiroga,Sucursal Rosario,Santa Fe,2024-11-02 15:58:04,Llave inglesa,Herramientas manuales,1.0,2269.75,2269.75,mercadopago,10% off,,
176,2929,Renzo Cabrera Martinez,Sucursal Rosario,Santa Fe,2024-11-17 00:23:10,Caja de tornillos,Fijaciones,4.0,11513.95,46055.8,transferencia,,3 cuotas sin interés,
177,4279,Nicolas Nicolas Gomez Toledo,Sucursal Palermo,Buenos Aires,2025-09-06 01:19:04,Martillo,Herramientas manuales,1.0,23150.09,23150.09,tarjeta_débito,,,
178,6692,Malena Gomez Miranda,Sucursal Palermo,Buenos Aires,2025-03-29 01:23:27,Cinta métrica,Medición,5.0,15227.75,76138.75,tarjeta_crédito,sin interés,5% off efectivo,
179,6922,Bianca Victoria Miranda Chavez,Sucursal Córdoba,Córdoba,2024-12-20 03:55:53,Destornillador,Herramientas manuales,2.0,39811.22,79622.44,tarjeta_crédito,10% off,,"Sierra circular, Cinta métrica"
180,2412,Nicolas Alvarez,Sucursal Palermo,Buenos Aires,2025-09-09 12:37:43,Caja de tornillos,Fijaciones,4.0,49980.16,199920.64,transferencia,,,
181,2208,Sr(a). Santino Ezequiel Perez,Sucursal Córdoba,Córdoba,2025-07-20 07:35:09,Pintura látex 4L,Pinturas,1.0,23048.75,23048.75,transferencia,,3 cuotas sin interés,Martillo
182,9238,Alma Caceres,Sucursal Palermo,Buenos Aires,2024-12-29 06:25:27,Destornillador,Herramientas manuales,5.0,8497.76,42488.8,tarjeta_crédito,10% off,5% off efectivo,
183,6669,Emilia Garcia Nuñez,Sucursal Rosario,Santa Fe,2025-05-30 19:17:18,Destornillador,Herramientas manuales,3.0,10618.79,31856.37,efectivo,,3 cuotas sin interés,"Guantes de trabajo, Cinta métrica"
184,9234,Santino Ezequiel Acosta,Sucursal Córdoba,Córdoba,2025-03-23 14:35:01,Guantes de trabajo,Protección personal,,8555.52,42777.6,mercadopago,,3 cuotas sin interés,
185,1674,Ignacio Paulina Alvarez Maidana,Sucursal Palermo,Buenos Aires,2025-08-20 05:28:11,Destornillador,Herramientas manuales,1.0,47478.8,47478.8,mercadopago,,3 cuotas sin interés,
186,7825,Lautaro Gabriel Emma Alvarez,Sucursal Palermo,Buenos Aires,2025-08-14 22:48:50,Sierra circular,Herramientas eléctricas,5.0,15193.91,75969.55,efectivo,sin interés,,"Caja de tornillos, Sierra circular"
187,1981,Martina Villalba,Sucursal Córdoba,Córdoba,2025-06-17 09:23:41,Sierra circular,Herramientas eléctricas,4.0,24728.31,98913.24,tarjeta_débito,10% off,3 cuotas sin interés,
188,6231,Francesca Dominguez,Sucursal Rosario,Santa Fe,2025-08-01 06:06:58,Rodillo de pintura,Accesorios pintura,2.0,38272.58,76545.16,transferencia,,,
189,3007,Guillermina Martina Gimenez,Sucursal Rosario,Santa Fe,2025-05-03 17:04:30,Sierra circular,Herramientas eléctricas,2.0,7903.0,15806.0,mercadopago,2x1,3 cuotas sin interés,
190,7850,Tiziana Francisca Benitez Pereyra,Sucursal Córdoba,Córdoba,2025-03-12 23:04:23,Martillo,Herramientas manuales,3.0,46753.83,140261.49,mercadopago,,3 cuotas sin interés,Sierra circular
191,8648,Joaquín Ramirez Ferreyra,Sucursal Mendoza,Mendoza,2024-11-15 10:56:44,Caja de tornillos,Fijaciones,4.0,2135.64,8542.56,tarjeta_crédito,,,
192,6781,Valentin Martin Romero,Sucursal Palermo,Buenos Aires,2025-06-12 12:40:10,Taladro eléctrico,Herramientas eléctricas,3.0,25249.82,75749.46,transferencia,,,Destornillador
193,3194,Lara Roldan,Sucursal Rosario,Santa Fe,2025-08-13 12:35:30,Pintura látex 4L,Pinturas,4.0,18930.93,75723.72,,,,
194,6939,Dr(a). Benjamin Alejandro Morales,Sucursal Rosario,Santa Fe,2025-08-27 03:43:21,Destornillador,Herramientas manuales,4.0,25708.52,102834.08,mercadopago,,3 cuotas sin interés,
195,2946,Luna Gonzalez,Sucursal Córdoba,Córdoba,2024-10-13 01:55:20,Destornillador,Herramientas manuales,4.0,19286.72,77146.88,tarjeta_crédito,sin interés,3 cuotas sin interés,
196,9341,Agustín Mateo Valentin Franco,Sucursal Mendoza,Mendoza,2025-07-03 12:33:42,Cinta métrica,Medición,1.0,3219.86,3219.86,mercadopago,10% off,3 cuotas sin interés,
197,8487,Lorenzo Gomez Godoy,Sucursal Córdoba,Córdoba,2025-08-21 09:13:21,Guantes de trabajo,Protección personal,5.0,7849.27,39246.35,mercadopago,,3 cuotas sin interés,"Guantes de trabajo, Pintura látex 4L"
198,9351,Simon Ledesma Barrios,Sucursal Mendoza,Mendoza,2024-10-04 08:51:41,Guantes de trabajo,Protección personal,3.0,24269.74,72809.22,efectivo,2x1,3 cuotas sin interés,
199,7824,Violeta Juana Torres Fernandez,Sucursal Rosario,Santa Fe,2025-04-10 19:01:25,Taladro eléctrico,Herramientas eléctricas,5.0,24254.92,121274.6,mercadopago,,5% off efectivo,
200,8871,Tiziano Arias,Sucursal Córdoba,Córdoba,2024-11-21 12:33:25,Cinta métrica,Medición,5.0,38955.7,194778.5,tarjeta_crédito,,5% off efectivo,
201,1517,Bautista Tiziana Rios,Sucursal Palermo,Buenos Aires,2024-12-19 00:53:27,Llave inglesa,Herramientas manuales,1.0,22610.89,22610.89,tarjeta_crédito,,5% off efectivo,
202,7723,Ian Ezequiel Fernandez,Sucursal Mendoza,Mendoza,2025-03-14 14:25:24,Taladro eléctrico,Herramientas eléctricas,2.0,26415.48,52830.96,transferencia,,3 cuotas sin interés,
203,9609,Malena Vicente Mendoza Medina,Sucursal Mendoza,Mendoza,2025-01-06 05:06:58,Pintura látex 4L,Pinturas,2.0,23523.51,47047.02,tarjeta_débito,,3 cuotas sin interés,
204,8932,Sr(a). Bautista Leiva,Sucursal Córdoba,Córdoba,2025-05-02 16:45:35,Llave inglesa,Herramientas manuales,3.0,28346.25,85038.75,tarjeta_crédito,10% off,3 cuotas sin interés,
205,9011,Luca Pedro Martinez Farias,Sucursal Rosario,Santa Fe,2024-12-02 21:01:54,Sierra circular,Herramientas eléctricas,3.0,28463.89,85391.67,tarjeta_crédito,,3 cuotas sin interés,"Rodillo de pintura, Pintura látex 4L"
206,5758,Elena Gomez,Sucursal Palermo,Buenos Aires,2025-02-11 14:46:03,Caja de tornillos,Fijaciones,1.0,17971.81,17971.81,tarjeta_crédito,,3 cuotas sin interés,
207,4310,Dr(a). Dante Toledo,Sucursal Rosario,Santa Fe,2025-01-09 03:56:41,Cinta métrica,Medición,3.0,7726.37,23179.11,efectivo,,5% off efectivo,Llave inglesa
208,2641,Ema Dominguez Perez,Sucursal Mendoza,Mendoza,2025-04-24 07:02:07,Pintura látex 4L,Pinturas,4.0,5926.7,23706.8,tarjeta_crédito,10% off,,
209,7666,Thiago Emanuel Villalba Miranda,Sucursal Mendoza,Mendoza,2025-09-02 04:09:29,Sierra circular,Herramientas eléctricas,2.0,38039.64,76079.28,mercadopago,sin interés,3 cuotas sin interés,Destornillador
210,4804,Octavio Francisco Figueroa Diaz,Sucursal Palermo,Buenos Aires,2024-11-29 08:21:11,Martillo,Herramientas manuales,4.0,44230.0,176920.0,transferencia,10% off,,
211,9116,Dr(a). Agostina Muñoz,Sucursal Córdoba,Córdoba,2025-05-30 12:12:43,Caja de tornillos,Fijaciones,1.0,1454.09,1454.09,tarjeta_débito,,,
212,5662,Lucía Alvaro Moreno,Sucursal Mendoza,Mendoza,2025-01-14 11:39:28,Cinta métrica,Medición,5.0,25201.71,126008.55,tarjeta_crédito,10% off,,Pintura látex 4L
213,8518,Martina Torres,Sucursal Rosario,Santa Fe,2024-11-06 13:02:29,Martillo,Herramientas manuales,1.0,37094.28,37094.28,tarjeta_débito,sin interés,5% off efectivo,"Rodillo de pintura, Cinta métrica"
214,2421,Nahuel Romero Ramirez,Sucursal Mendoza,Mendoza,2024-12-03 11:44:16,Destornillador,Herramientas manuales,2.0,49102.57,98205.14,efectivo,,3 cuotas sin interés,
215,5272,Maia Thiago Lionel Torres,Sucursal Mendoza,Mendoza,2025-03-30 09:15:39,Llave inglesa,Herramientas manuales,4.0,37934.08,151736.32,mercadopago,sin interés,3 cuotas sin interés,
216,1187,Ludmila Valentina Paz Suarez,Sucursal Rosario,Santa Fe,2025-07-26 17:12:44,Pintura látex 4L,Pinturas,2.0,4044.09,8088.18,transferencia,2x1,,
217,9233,Thiago Valentin Alma Gomez Soto,Sucursal Rosario,Santa Fe,2024-11-10 04:08:42,Destornillador,Herramientas manuales,3.0,19009.65,57028.95,transferencia,10% off,5% off efectivo,
218,3509,Candela Lisandro Chavez,Sucursal Mendoza,Mendoza,2025-08-10 23:06:16,Guantes de trabajo,Protección personal,,21376.44,64129.32,tarjeta_crédito,,,
219,5054,Dr(a). Catalina Ruiz,Sucursal Palermo,Buenos Aires,2024-12-28 05:07:38,Cinta métrica,Medición,4.0,26880.48,107521.92,efectivo,sin interés,,
220,2011,Sr(a). Facundo Carrizo,Sucursal Córdoba,Córdoba,2025-06-04 14:51:54,Guantes de trabajo,Protección personal,5.0,8342.77,41713.85,transferencia,sin interés,,Guantes de trabajo
221,2489,Maria Victoria Gael Acuña Gomez,Sucursal Mendoza,Mendoza,2024-12-16 07:34:22,Taladro eléctrico,Herramientas eléctricas,4.0,7465.27,29861.08,mercadopago,,,
222,8575,Benjamin Cruz,Sucursal Rosario,Santa Fe,2025-04-22 12:53:26,Taladro eléctrico,Herramientas eléctricas,4.0,13468.4,53873.6,efectivo,2x1,5% off efectivo,
223,7941,Uma  Delfina Rodriguez Paz,Sucursal Rosario,Santa Fe,2025-09-04 16:18:06,Destornillador,Herramientas manuales,5.0,49712.06,248560.3,transferencia,2x1,,"Martillo, Guantes de trabajo"
224,7135,Lara Juan Ignacio Gonzalez Gonzalez,Sucursal Mendoza,Mendoza,2025-03-26 19:47:20,Sierra circular,Herramientas eléctricas,4.0,19406.63,77626.52,tarjeta_débito,,5% off efectivo,
225,2943,Catalina Paez Fernandez,Sucursal Córdoba,Córdoba,2025-03-11 16:27:39,Cinta métrica,Medición,4.0,26913.28,107653.12,efectivo,,5% off efectivo,
226,5888,Felicitas Maria Emilia Leiva Flores,Sucursal Mendoza,Mendoza,2025-07-01 18:38:36,Cinta métrica,Medición,4.0,27064.75,108259.0,tarjeta_crédito,10% off,5% off efectivo,
227,5516,Antonio Ambar Miranda,Sucursal Córdoba,Córdoba,2025-05-13 14:29:21,Destornillador,Herramientas manuales,1.0,40664.43,40664.43,mercadopago,,,Destornillador
228,1550,Luisana Garcia,Sucursal Mendoza,Mendoza,2025-06-11 14:04:36,Guantes de trabajo,Protección personal,1.0,12991.97,12991.97,mercadopago,2x1,,
229,4559,Delfina Tomàs Martinez Torres,Sucursal Palermo,Buenos Aires,2025-06-09 19:11:52,Martillo,Herramientas manuales,5.0,49680.69,248403.45,tarjeta_débito,10% off,3 cuotas sin interés,
230,4881,Manuel Maria Belen Sosa Ruiz,Sucursal Rosario,Santa Fe,2024-11-29 05:20:19,Martillo,Herramientas manuales,5.0,11831.09,59155.45,mercadopago,sin interés,3 cuotas sin interés,Rodillo de pintura
231,9120,Santino Agustin Paz Gomez,Sucursal Palermo,Buenos Aires,2024-12-07 21:09:51,Pintura látex 4L,Pinturas,4.0,39504.43,158017.72,tarjeta_débito,sin interés,,
232,7167,Sr(a). Isabella Romero,Sucursal Córdoba,Córdoba,2024-11-04 09:53:25,Cinta métrica,Medición,4.0,12807.44,51229.76,tarjeta_crédito,10% off,3 cuotas sin interés,
233,8586,Sr(a). Bautista Coronel,Sucursal Palermo,Buenos Aires,2024-12-05 23:02:28,Cinta métrica,Medición,4.0,48421.52,193686.08,tarjeta_débito,,5% off efectivo,
234,4331,Sr(a). Zoe Valentina Martinez,Sucursal Rosario,Santa Fe,2025-07-14 05:49:58,Destornillador,Herramientas manuales,4.0,42509.54,170038.16,,2x1,5% off efectivo,"Guantes de trabajo, Taladro eléctrico"
235,4082,Francesco Mia Garcia,Sucursal Córdoba,Córdoba,2024-11-11 16:47:03,Sierra circular,Herramientas eléctricas,2.0,43604.22,87208.44,efectivo,sin interés,3 cuotas sin interés,
236,4470,Juan Pablo Lourdes Gomez,Sucursal Córdoba,Córdoba,2025-08-19 00:04:27,Destornillador,Herramientas manuales,4.0,45807.62,183230.48,tarjeta_crédito,,5% off efectivo,
237,6269,Valentino Sosa Caceres,Sucursal Rosario,Santa Fe,2025-05-03 04:42:06,Rodillo de pintura,Accesorios pintura,4.0,27148.86,108595.44,transferencia,sin interés,3 cuotas sin interés,"Sierra circular, Destornillador"
238,6246,Benjamin Thiago Benjamin Fernandez Flores,Sucursal Córdoba,Córdoba,2024-10-30 15:28:58,Pintura látex 4L,Pinturas,3.0,21282.58,63847.74,efectivo,,5% off efectivo,
239,5272,Agustin Vargas Gutierrez,Sucursal Mendoza,Mendoza,2024-10-28 20:39:06,Caja de tornillos,Fijaciones,2.0,10613.4,21226.8,tarjeta_crédito,10% off,,
240,9180,Juan Bautista Leiva,Sucursal Rosario,Santa Fe,2024-10-03 08:23:10,Caja de tornillos,Fijaciones,4.0,48358.91,193435.64,tarjeta_débito,,,
241,3773,Dr(a). Malena Soto,Sucursal Córdoba,Córdoba,2024-10-10 03:07:42,Cinta métrica,Medición,4.0,10018.34,40073.36,efectivo,,,
242,1794,Thiago Leonel Flores,Sucursal Palermo,Buenos Aires,2024-10-28 10:28:18,Rodillo de pintura,Accesorios pintura,2.0,42284.69,84569.38,efectivo,10% off,,
243,4583,Luz Milagros Acosta,Sucursal Mendoza,Mendoza,2025-08-31 17:58:06,Pintura látex 4L,Pinturas,1.0,31273.93,31273.93,efectivo,,,
244,1108,Juan Cruz Fernandez Fernandez,Sucursal Mendoza,Mendoza,2025-05-16 23:15:19,Taladro eléctrico,Herramientas eléctricas,1.0,26941.46,26941.46,efectivo,sin interés,3 cuotas sin interés,"Martillo, Destornillador"
245,9591,Dr(a). Olivia Luna,Sucursal Córdoba,Córdoba,2025-01-09 00:50:27,Llave inglesa,Herramientas manuales,2.0,31369.26,62738.52,transferencia,sin interés,3 cuotas sin interés,"Destornillador, Pintura látex 4L"
246,8520,Juan Bautista Flores,Sucursal Córdoba,Córdoba,2025-07-21 12:23:09,Llave inglesa,Herramientas manuales,3.0,34518.04,103554.12,transferencia,2x1,,"Rodillo de pintura, Cinta métrica"
247,1919,Elena Ferreyra Vazquez,Sucursal Palermo,Buenos Aires,2025-06-23 10:54:34,Martillo,Herramientas manuales,1.0,25493.06,25493.06,efectivo,,3 cuotas sin interés,
248,9653,Pedro Tomas Benjamin Ramirez,Sucursal Palermo,Buenos Aires,2025-08-03 20:18:03,Llave inglesa,Herramientas manuales,2.0,45162.37,90324.74,mercadopago,,,Caja de tornillos
249,1539,Camila Ojeda,Sucursal Córdoba,Córdoba,2025-01-15 21:21:23,Pintura látex 4L,Pinturas,1.0,48111.99,48111.99,transferencia,,5% off efectivo,
250,2260,Josefina Perez,Sucursal Rosario,Santa Fe,2024-11-14 18:53:33,Martillo,Herramientas manuales,5.0,12783.14,63915.7,tarjeta_crédito,,3 cuotas sin interés,
251,2284,Bautista Rivero,Sucursal Rosario,Santa Fe,2024-10-22 17:09:44,Taladro eléctrico,Herramientas eléctricas,1.0,22417.32,22417.32,mercadopago,2x1,3 cuotas sin interés,
252,7499,Catalina Ponce,Sucursal Rosario,Santa Fe,2025-07-28 18:25:58,Taladro eléctrico,Herramientas eléctricas,3.0,39393.86,118181.58,mercadopago,,,"Rodillo de pintura, Martillo"
253,7227,Lautaro Benjamin Maria Victoria Castro,Sucursal Palermo,Buenos Aires,2025-01-22 12:43:04,Guantes de trabajo,Protección personal,3.0,40104.7,120314.1,tarjeta_crédito,,,Rodillo de pintura
254,7383,Renata Hernandez Acuña,Sucursal Rosario,Santa Fe,2025-02-27 18:15:06,Pintura látex 4L,Pinturas,1.0,5484.5,5484.5,tarjeta_débito,sin interés,,
255,2674,León Juarez Sosa,Sucursal Córdoba,Córdoba,2025-04-28 22:47:08,Destornillador,Herramientas manuales,2.0,22118.0,44236.0,mercadopago,,,Pintura látex 4L
256,2524,Sr(a). Felipe Suarez,Sucursal Rosario,Santa Fe,2025-08-11 13:22:07,Rodillo de pintura,Accesorios pintura,1.0,15300.52,15300.52,mercadopago,,,
257,4977,Lautaro Castro Gomez,Sucursal Córdoba,Córdoba,2025-01-02 16:38:19,Rodillo de pintura,Accesorios pintura,2.0,7803.16,15606.32,efectivo,sin interés,3 cuotas sin interés,
258,3739,Sr(a). Micaela Farias,Sucursal Mendoza,Mendoza,2025-07-11 13:11:03,Caja de tornillos,Fijaciones,4.0,15687.86,62751.44,mercadopago,2x1,3 cuotas sin interés,Sierra circular
259,4203,Sr(a). Tomas Dominguez,Sucursal Mendoza,Mendoza,2025-06-12 19:48:52,Destornillador,Herramientas manuales,2.0,15928.24,31856.48,transferencia,,3 cuotas sin interés,
260,6399,Martina Victoria Coronel Ayala,Sucursal Mendoza,Mendoza,2025-01-30 19:58:12,Pintura látex 4L,Pinturas,4.0,40958.3,163833.2,mercadopago,,5% off efectivo,
261,4290,Joaquin Fernandez Dominguez,Sucursal Mendoza,Mendoza,2024-10-13 12:46:40,Pintura látex 4L,Pinturas,2.0,48264.16,96528.32,transferencia,sin interés,3 cuotas sin interés,
